categoria;nome do exame;descricao;preparo;observação;tempo de retirada;valor;unidade
Raio-x;Ossos da face;Trata-se de radiografias dos ossos da face.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;1
Raio-x;Nariz;Trata-se de radiografia do nariz.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;1
Raio-x;Patela;Trata-se de radiografias da patela.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;1
Raio-x;Quadril;Trata-se de radiografias do quadril.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;1
Mamografia;Mamografia digital;A mamografia é um exame radiológico para avaliação das mamas, feita com um aparelho de raio-X chamado mamógrafo. Pode identificar lesões benignas e cânceres, que geralmente se apresentam como nódulos, ou calcificações. ;"- Não usar talco, desodorantes e cremes nas mamas e axilas no dia do exame; -Trazer exames anteriores de Mamografia, Ultrassonografia de Mamas, biopsias ou punções.";"- Mulheres com atraso menstrual OU incerteza em relação a gravidez: NÃO realizar o exame. Confirmar a ausência de gravidez (esperar a menstruação ou procurar o seu médico); - Mulheres com gravidez conhecida: NÃO realizar o exame se não tiver autorização do médico solicitante 'por escrito'; - Mulheres com gravidez conhecida e documento do médico reconhecendo a gestação e autorizando a realização da radiografia solicitada: REALIZAR a radiografia com o uso do avental de Chumbo, cedido na unidade; - Se estiver amamentando, é necessário esvaziar as mamas 1 hora antes do exame, devido à compressão local.";5;90;1
Mamografia;Mamografia convencial;A mamografia é um exame radiológico para avaliação das mamas, feita com um aparelho de raio-X chamado mamógrafo. Pode identificar lesões benignas e cânceres, que geralmente se apresentam como nódulos, ou calcificações. ;"- Não usar talco, desodorantes e cremes nas mamas e axilas no dia do exame; -Trazer exames anteriores de Mamografia, Ultrassonografia de Mamas, biopsias ou punções.";"- Mulheres com atraso menstrual OU incerteza em relação a gravidez: NÃO realizar o exame. Confirmar a ausência de gravidez (esperar a menstruação ou procurar o seu médico); - Mulheres com gravidez conhecida: NÃO realizar o exame se não tiver autorização do médico solicitante 'por escrito'; - Mulheres com gravidez conhecida e documento do médico reconhecendo a gestação e autorizando a realização da radiografia solicitada: REALIZAR a radiografia com o uso do avental de Chumbo, cedido na unidade; - Se estiver amamentando, é necessário esvaziar as mamas 1 hora antes do exame, devido à compressão local.";5;90;1
Cardiologia;Ecodopplercardiograma;Trata-se de ultrassom de ecocardiograma com doppler colorido.;Não é necessário preparo para este exame.;No dia do exame, levar todos os exames anteriores de ultrassom.;0;180;1
Cardiologia;eletrocardiograma;O eletrocardiograma, como o próprio nome sugere, é um exame que permite a avaliação elétrica da atividade cardíaca (potenciais elétricos) e da sua condução, registrada em gráficos que são comparados com gráficos padrão e que indicam, assim, o estado de normalidade ou de alteração dos músculos e nervos do coração.;No dia exame recomenda-se não usar creme hidratante ou óleo corporal na região do tórax. Em caso de paciente fumante evitar fumar pelo menos 30 minutos antes do exame.;Nenhuma observação disponível.;5;40;1
Cardiologia;Holter;O Holter é um monitor portátil que registra a atividade elétrica do coração e suas variações durante as 24 horas do dia. É um exame complementar ao eletrocardiograma para detectar alterações que em geral não aparecem num exame de tempo mais limitado, de alguns minutos.;"A pele deve estar limpa no local onde será colocado o aparelho; Estar vestido com camisa de botão ou blusa larga;";O equipamento será retirado exatamente 24 (vinte e quatro) horas após a sua colocação.;5;100;1
Cardiologia;Monitoração Ambulatorial da Pressão Arterial;A MAPA (assim mesmo, no feminino) é a sigla de Monitorização Ambulatorial da Pressão Arterial. Trata-se de um exame útil tanto no diagnóstico e no acompanhamento da Hipertensão Arterial. A pressão arterial varia constantemente por isto não podemos na maioria dos casos estabelecer o estágio de Hipertensão Arterial somente com as leituras da pressão arterial realizadas no consultório.;"A pele deve estar limpa no local onde será colocado o aparelho; Estar vestido com camisa de botão ou blusa larga;";O equipamento será retirado exatamente 24 (vinte e quatro) horas após a sua colocação.;5;100;1
Cardiologia;Teste Ergometrico;O teste ergométrico serve para a avaliação ampla do funcionamento cardiovascular, quando submetido a esforço físico gradualmente crescente, em esteira rolante. São observados os sintomas, os comportamentos da frequência cardíaca, da pressão arterial e do eletrocardiograma antes, durante e após o esforço.;"Trazer toalha de rosto; Comparecer no local do exame, pelo menos 15 (quinze) minutos antes do horário marcado; Estar calçado de tênis confortável e vestido com roupa leve (moletom, short, camiseta), para realizar o exame; Não utilizar creme hidratante nem óleo corporal na região do tórax; Informar o nome das medicações em uso; Fazer refeição leve, pelo menos 02 (duas) horas antes do exame; Evitar fumar e/ou consumir bebida alcoólica, café e chá, no dia do exame; Evitar atividades físicas (corrida), no dia do exame. Usar sabonete de Glicerina 2 dias antes do Exame.";Mulheres - É obrigatório uso do TOP, é proibido o uso de sutiã no dia do exame.;0;150;1
Densitometria Ossea;Densitometria Ossea;A Densitometria Óssea é um exame capaz de identificar a osteoporose já em estágios iniciais antes mesmo de aparecer no raio x.;"Paciente que fez uso de contraste, só poderá realizar o exame 07 (sete) dias após a data de utilização. Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar esse exame.";"Paciente que fez uso de contraste, só poderá realizar o exame 07 (sete) dias após a data de utilização. Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar esse exame.";5;120;2
Ultrassom;Abdome Total;Trata-se de exame de ultrassom do abdome total, que inclui o fígado, vesícula biliar, pâncreas, rins, bexiga, baço, aorta e veia cava. ;JEJUM 12 HORAS (Período da manhã) JEJUM 06 HORAS (Período da tarde ou paciente diabético) JEJUM 04 HORAS (Crianças de 03 - 06 anos) JEJUM 01 HORA (Crianças até 02 anos) Beber 4 copos de água ao chegar na clínica.;Na VÉSPERA de JEJUM, EVITAR O CONSUMO de: leite e derivados, verduras cruas, bagaço de frutas, salada de folhas, frituras, feijões, grão-de-bico, milho, lentilha, ervilha, sementes e similares. Em qualquer um dos casos, o paciente pode tomar todos os outros medicamentos que usa. No dia do exame, levar todos os exames anteriores de ultrassom.;0;140;2
Ultrassom;Abdome Total com doppler;Trata-se de ultrassom de abdome total com doppler colorido.;JEJUM 12 HORAS (Período da manhã) JEJUM 06 HORAS (Período da tarde ou paciente diabético) JEJUM 04 HORAS (Crianças de 03 - 06 anos) JEJUM 01 HORA (Crianças até 02 anos) Beber 4 copos de água ao chegar na clínica.;JEJUM 12 HORAS (Período da manhã) JEJUM 06 HORAS (Período da tarde ou paciente diabético) JEJUM 04 HORAS (Crianças de 03 - 06 anos) JEJUM 01 HORA (Crianças até 02 anos) Beber 4 copos de água ao chegar na clínica.;0;140;2
Ultrassom;Carótidas;Trata-se de ultrassom das carótidas.;Não é necessário preparo para este exame.;No dia do exame, levar todos os exames anteriores de ultrassom.;0;140;2
Ultrassom;Nadegas;Trata-se de ultrassom das nádegas.;Não é necessário preparo para este exame.;No dia do exame, levar todos os exames anteriores de ultrassom.;0;140;2
Ultrassom;Pescoço;Trata-se de ultrassom do pescoço.;Não é necessário preparo para este exame.;No dia do exame, levar todos os exames anteriores de ultrassom.;0;140;2
Ultrassom;Tireoide;Trata-se de ultrassom da tireoide.;Não é necessário preparo para este exame.;No dia do exame, levar todos os exames anteriores de ultrassom.;0;140;2
Ultrassom;Venoso de Membro Inferior Direito;Trata-se de ultrassom de venoso do membro inferior direito.;Não é necessário preparo para este exame.;No dia do exame, levar todos os exames anteriores de ultrassom.;0;140;2
Ultrassom;Venoso de Membro Inferior Esquerdo;Trata-se de ultrassom de venoso do membro inferior esquerdo.;Não é necessário preparo para este exame.;No dia do exame, levar todos os exames anteriores de ultrassom.;0;140;2
Ultrassom;Gestacional de 5D;"Trata-se de ultrassom gestacional 5D; exame estetico e particular sem a necessidade de apresentar pedido medico.";Exame realizado no período de 26 a 32 semanas de gestação.;* 2 Acompanhantes (crianças menores de 5 anos não entra na sala). * No dia do exame, levar todos os exames anteriores de ultrassom. * Acompanha um pen drive com a gravação do exame.;0;140;2
Ultrassom;Morfologica de 1º Trimestre;Trata-se de ultrassom gestacional de primeiro trimestre. Serve para medir o acúmulo de líquido na nuca do feto. É possível analisar o risco de síndrome de Down e outras anomalias cromossômicas.;Pode levar no dia do exame: - 1 Pen Drive vazio de no mínimo 4gb (Gravação é cortesia da clinica) - 2 acompanhantes (crianças menores de 5 anos não entra);Realizado entre 12 a 14 semanas. No dia do exame, levar todos os exames anteriores de ultrassom. * Por ser um aparelho médico, não podemos garantir a qualidade do vídeo gravado durante o exame. Por isto, a gravação no pen drive é uma cortesia e não há possibilidade de ressarcimento ou repetição do exame, com exceção do US Gestacional 4D. *;0;140;2
Ultrassom;Morfologica de 2º Trimestre;Trata-se de ultrassom gestacional de segundo trimestre. Consiste em fazer uma avaliação das estruturas de cada segmento do feto (cabeça, pescoço, coluna vertebral, tórax, abdômen, genitália externa e extremidades) e do liquido amniótico, cordão umbilical e placenta, com auxílio do Doppler colorido.;Pode levar no dia do exame: - 1 Pen Drive vazio de no mínimo 4gb (Gravação é cortesia da clinica) - 2 acompanhantes (crianças menores de 5 anos não entra);Realizado entre 20 a 24 semanas. No dia do exame, levar todos os exames anteriores de ultrassom. * Por ser um aparelho médico, não podemos garantir a qualidade do vídeo gravado durante o exame. Por isto, a gravação no pen drive é uma cortesia e não há possibilidade de ressarcimento ou repetição do exame, com exceção do US Gestacional 4D. *;0;140;2
Raio-x;Escanometria;Trata-se de radiografias frontais panorâmicas dos membros inferiores, geralmente na incidências ântero-posterior, com medidas do comprimento de cada membro.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;2
Raio-x;Ossos da face;Trata-se de radiografias dos ossos da face.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;2
Raio-x;Nariz;Trata-se de radiografia do nariz.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;2
Raio-x;Patela;Trata-se de radiografias da patela.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;2
Raio-x;Quadril;Trata-se de radiografias do quadril.;Não é necessário preparo para este exame.;"Paciente do sexo feminino em IDADE FÉRTIL e com SUSPEITA DE GRAVIDEZ ou ATRASO MENSTRUAL deve informar o técnico de exame; GESTANTE não pode realizar nenhum exame de RAIO-X.";5;70;2
Mamografia;Mamografia digital;A mamografia é um exame radiológico para avaliação das mamas, feita com um aparelho de raio-X chamado mamógrafo. Pode identificar lesões benignas e cânceres, que geralmente se apresentam como nódulos, ou calcificações. ;"- Não usar talco, desodorantes e cremes nas mamas e axilas no dia do exame; -Trazer exames anteriores de Mamografia, Ultrassonografia de Mamas, biopsias ou punções.";"- Mulheres com atraso menstrual OU incerteza em relação a gravidez: NÃO realizar o exame. Confirmar a ausência de gravidez (esperar a menstruação ou procurar o seu médico); - Mulheres com gravidez conhecida: NÃO realizar o exame se não tiver autorização do médico solicitante 'por escrito'; - Mulheres com gravidez conhecida e documento do médico reconhecendo a gestação e autorizando a realização da radiografia solicitada: REALIZAR a radiografia com o uso do avental de Chumbo, cedido na unidade; - Se estiver amamentando, é necessário esvaziar as mamas 1 hora antes do exame, devido à compressão local.";5;90;2
Mamografia;Mamografia convencial;A mamografia é um exame radiológico para avaliação das mamas, feita com um aparelho de raio-X chamado mamógrafo. Pode identificar lesões benignas e cânceres, que geralmente se apresentam como nódulos, ou calcificações. ;"- Não usar talco, desodorantes e cremes nas mamas e axilas no dia do exame; -Trazer exames anteriores de Mamografia, Ultrassonografia de Mamas, biopsias ou punções.";"- Mulheres com atraso menstrual OU incerteza em relação a gravidez: NÃO realizar o exame. Confirmar a ausência de gravidez (esperar a menstruação ou procurar o seu médico); - Mulheres com gravidez conhecida: NÃO realizar o exame se não tiver autorização do médico solicitante 'por escrito'; - Mulheres com gravidez conhecida e documento do médico reconhecendo a gestação e autorizando a realização da radiografia solicitada: REALIZAR a radiografia com o uso do avental de Chumbo, cedido na unidade; - Se estiver amamentando, é necessário esvaziar as mamas 1 hora antes do exame, devido à compressão local.";5;90;2
